Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",43519,"(+/- 3296 )",44341,"(+/- 2931 )",74242,"(+/- 3192 )",63024,"(+/- 3811 )",31905,"(+/- 2465 )",20520,"(+/- 1887 )",18572,"(+/- 1892 )",26672,"(+/- 2351 )",22984,"(+/- 1962 )",28906,"(+/- 3505 )",30849,"(+/- 2638 )",25435,"(+/- 2706 )",4746,"(+/- 1204 )",16605,"(+/- 1967 )",3834,"(+/- 730 )",40857,"(+/- 2283 )",56180,"(+/- 2879 )",32904,"(+/- 2410 )",11236,"(+/- 1533 )",7362,"(+/- 1183 )",4336,"(+/- 913 )",2808,"(+/- 844 )",3128,"(+/- 762 )",4919,"(+/- 971 )",5745,"(+/- 1066 )",2784,"(+/- 699 )",7297,"(+/- 1377 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",2592,"(+/- 52 )",2743,"(+/- 38 )",3314,"(+/- 55 )",3124,"(+/- 54 )",2661,"(+/- 50 )",2477,"(+/- 88 )",3031,"(+/- 119 )",2709,"(+/- 82 )",2813,"(+/- 87 )",3369,"(+/- 182 )",2555,"(+/- 64 )",3548,"(+/- 214 )",2341,"(+/- 263 )",2603,"(+/- 99 )",2359,"(+/- 103 )",3114,"(+/- 124 )",3108,"(+/- 73 )",2385,"(+/- 43 )",1637,"(+/- 38 )",1638,"(+/- 33 )",1298,"(+/- 28 )",1186,"(+/- 18 )",1135,"(+/- 20 )",1341,"(+/- 24 )",1380,"(+/- 21 )",1197,"(+/- 25 )",1415,"(+/- 29 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",68625,"(+/- 3471 )",61454,"(+/- 3281 )",83283,"(+/- 3627 )",65421,"(+/- 3305 )",40402,"(+/- 2487 )",67152,"(+/- 3122 )",23707,"(+/- 2150 )",36756,"(+/- 2920 )",30925,"(+/- 2429 )",53506,"(+/- 3601 )",58999,"(+/- 3116 )",55911,"(+/- 4283 )",13905,"(+/- 2008 )",33794,"(+/- 2207 )",9417,"(+/- 1374 )",54333,"(+/- 3786 )",60295,"(+/- 3183 )",57060,"(+/- 3181 )",87875,"(+/- 3383 )",63473,"(+/- 3277 )",83939,"(+/- 3515 )",82995,"(+/- 3307 )",93514,"(+/- 2983 )",73435,"(+/- 3197 )",64943,"(+/- 2943 )",77988,"(+/- 3491 )",84287,"(+/- 3601 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",864,"(+/- 439 )",425,"(+/- 267 )",3313,"(+/- 804 )",1304,"(+/- 402 )",2954,"(+/- 944 )",9871,"(+/- 1722 )",2494,"(+/- 698 )",4038,"(+/- 968 )",2530,"(+/- 547 )",7320,"(+/- 1545 )",1934,"(+/- 536 )",9685,"(+/- 1836 )",5019,"(+/- 1472 )",4018,"(+/- 971 )",2444,"(+/- 806 )",11778,"(+/- 2420 )",1712,"(+/- 655 )",1385,"(+/- 643 )",4878,"(+/- 950 )",2618,"(+/- 714 )",8975,"(+/- 1236 )",7366,"(+/- 1046 )",9805,"(+/- 1245 )",4082,"(+/- 868 )",2262,"(+/- 642 )",6748,"(+/- 1062 )",3971,"(+/- 975 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$250 to $399",1142,"(+/- 535 )",1030,"(+/- 532 )",1966,"(+/- 650 )",1074,"(+/- 411 )",1012,"(+/- 427 )",4024,"(+/- 981 )",1137,"(+/- 352 )",1751,"(+/- 719 )",1118,"(+/- 424 )",2662,"(+/- 845 )",2209,"(+/- 807 )",2818,"(+/- 1171 )",1155,"(+/- 594 )",1328,"(+/- 511 )",590,"(+/- 366 )",2855,"(+/- 824 )",1168,"(+/- 415 )",2360,"(+/- 653 )",12207,"(+/- 1211 )",7939,"(+/- 1166 )",20865,"(+/- 2067 )",18122,"(+/- 1912 )",23297,"(+/- 1852 )",14227,"(+/- 1506 )",9468,"(+/- 1263 )",19407,"(+/- 1991 )",12388,"(+/- 1202 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$400 to $599",3167,"(+/- 758 )",1788,"(+/- 574 )",3536,"(+/- 931 )",2396,"(+/- 653 )",3578,"(+/- 750 )",5448,"(+/- 1287 )",2507,"(+/- 720 )",4678,"(+/- 1052 )",3221,"(+/- 824 )",4648,"(+/- 1235 )",5515,"(+/- 1076 )",2535,"(+/- 908 )",1090,"(+/- 500 )",2795,"(+/- 882 )",759,"(+/- 393 )",3152,"(+/- 1000 )",2385,"(+/- 605 )",5696,"(+/- 1092 )",24172,"(+/- 1991 )",19487,"(+/- 1779 )",26137,"(+/- 1903 )",29205,"(+/- 2221 )",30985,"(+/- 1778 )",24235,"(+/- 2109 )",19392,"(+/- 1885 )",27858,"(+/- 2022 )",28012,"(+/- 1897 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$600 to $799",9558,"(+/- 1493 )",4196,"(+/- 885 )",5031,"(+/- 1115 )",4206,"(+/- 867 )",9818,"(+/- 1325 )",9781,"(+/- 1465 )",3323,"(+/- 796 )",6973,"(+/- 1325 )",4311,"(+/- 799 )",4687,"(+/- 1183 )",11350,"(+/- 1287 )",1974,"(+/- 804 )",967,"(+/- 505 )",4759,"(+/- 941 )",997,"(+/- 409 )",3480,"(+/- 784 )",3430,"(+/- 949 )",10108,"(+/- 1346 )",18674,"(+/- 1956 )",15444,"(+/- 1648 )",14850,"(+/- 1527 )",15178,"(+/- 1542 )",15042,"(+/- 1376 )",16362,"(+/- 1784 )",15308,"(+/- 1516 )",15456,"(+/- 1780 )",20785,"(+/- 1881 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$800 to $999",12772,"(+/- 1690 )",9021,"(+/- 1378 )",7199,"(+/- 1116 )",6231,"(+/- 1359 )",9977,"(+/- 1324 )",12247,"(+/- 1659 )",3976,"(+/- 853 )",7233,"(+/- 1329 )",6742,"(+/- 1213 )",6825,"(+/- 1513 )",15300,"(+/- 1707 )",4345,"(+/- 1285 )",1332,"(+/- 659 )",8385,"(+/- 1298 )",1779,"(+/- 686 )",4602,"(+/- 1023 )",6091,"(+/- 1297 )",11069,"(+/- 1446 )",11673,"(+/- 1465 )",8746,"(+/- 1444 )",6950,"(+/- 1029 )",7808,"(+/- 1056 )",7610,"(+/- 1000 )",6580,"(+/- 1115 )",9199,"(+/- 1132 )",4920,"(+/- 1022 )",10601,"(+/- 1533 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 or more",41122,"(+/- 3266 )",44994,"(+/- 2767 )",62238,"(+/- 3429 )",50210,"(+/- 2793 )",13063,"(+/- 1653 )",25781,"(+/- 2008 )",10270,"(+/- 1629 )",12083,"(+/- 1674 )",13003,"(+/- 1685 )",27364,"(+/- 2958 )",22691,"(+/- 2072 )",34554,"(+/- 3262 )",4342,"(+/- 1376 )",12509,"(+/- 1433 )",2848,"(+/- 717 )",28466,"(+/- 2208 )",45509,"(+/- 2927 )",26442,"(+/- 2628 )",16271,"(+/- 1774 )",9239,"(+/- 1444 )",6162,"(+/- 892 )",5316,"(+/- 768 )",6775,"(+/- 1030 )",7949,"(+/- 1243 )",9314,"(+/- 1448 )",3599,"(+/- 696 )",8530,"(+/- 1258 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1121,"(+/- 30 )",1219,"(+/- 28 )",1364,"(+/- 35 )",1336,"(+/- 34 )",864,"(+/- 23 )",878,"(+/- 30 )",942,"(+/- 49 )",824,"(+/- 33 )",917,"(+/- 42 )",1053,"(+/- 99 )",903,"(+/- 22 )",1317,"(+/- 74 )",732,"(+/- 227 )",911,"(+/- 31 )",846,"(+/- 100 )",1093,"(+/- 67 )",1379,"(+/- 29 )",967,"(+/- 33 )",628,"(+/- 20 )",622,"(+/- 22 )",487,"(+/- 13 )",507,"(+/- 13 )",480,"(+/- 10 )",555,"(+/- 15 )",616,"(+/- 20 )",490,"(+/- 14 )",586,"(+/- 14 )"
Housing,"Gross Rent","Occupied units paying rent",49759,"(+/- 4418 )",43576,"(+/- 3643 )",39852,"(+/- 3519 )",54255,"(+/- 3362 )",94574,"(+/- 4403 )",136519,"(+/- 5170 )",193822,"(+/- 5601 )",195924,"(+/- 5199 )",196331,"(+/- 5311 )",199431,"(+/- 6344 )",105383,"(+/- 4095 )",253536,"(+/- 7888 )",257084,"(+/- 7106 )",161929,"(+/- 5309 )",230322,"(+/- 5073 )",136686,"(+/- 5563 )",79041,"(+/- 3845 )",71756,"(+/- 3888 )",70242,"(+/- 3663 )",114764,"(+/- 3967 )",78875,"(+/- 3368 )",79535,"(+/- 3275 )",80756,"(+/- 3250 )",84934,"(+/- 3952 )",103093,"(+/- 3559 )",120035,"(+/- 4407 )",67266,"(+/- 3964 )"
Housing,"Gross Rent","Less than $500",3333,"(+/- 947 )",2968,"(+/- 1091 )",2786,"(+/- 1069 )",3602,"(+/- 894 )",8586,"(+/- 1593 )",3502,"(+/- 1212 )",26367,"(+/- 2942 )",30268,"(+/- 3173 )",15386,"(+/- 2234 )",11237,"(+/- 2367 )",12126,"(+/- 1928 )",12639,"(+/- 2581 )",42318,"(+/- 3559 )",8477,"(+/- 1679 )",46027,"(+/- 3264 )",14324,"(+/- 2071 )",6907,"(+/- 1536 )",3476,"(+/- 851 )",5862,"(+/- 1075 )",10760,"(+/- 1731 )",10777,"(+/- 1281 )",10937,"(+/- 1545 )",14678,"(+/- 1706 )",12487,"(+/- 1772 )",11490,"(+/- 1627 )",18532,"(+/- 2040 )",8371,"(+/- 1343 )"
Housing,"Gross Rent","$500 to $999",4854,"(+/- 1547 )",2957,"(+/- 1219 )",3570,"(+/- 987 )",3556,"(+/- 961 )",14836,"(+/- 2016 )",13389,"(+/- 1860 )",31373,"(+/- 2804 )",33807,"(+/- 2557 )",29123,"(+/- 3069 )",24894,"(+/- 3265 )",12348,"(+/- 1931 )",21029,"(+/- 2629 )",46810,"(+/- 4254 )",16194,"(+/- 2401 )",52434,"(+/- 3217 )",20314,"(+/- 2687 )",9122,"(+/- 1785 )",16425,"(+/- 2079 )",31853,"(+/- 2546 )",48070,"(+/- 3246 )",43498,"(+/- 3098 )",52737,"(+/- 3292 )",43164,"(+/- 2712 )",48024,"(+/- 3312 )",51393,"(+/- 2719 )",68830,"(+/- 3622 )",39748,"(+/- 2833 )"
Housing,"Gross Rent","$1,000 to $1,499",9117,"(+/- 2476 )",10547,"(+/- 1931 )",5711,"(+/- 1283 )",11415,"(+/- 1847 )",29126,"(+/- 2837 )",39840,"(+/- 3340 )",46085,"(+/- 2992 )",48245,"(+/- 3590 )",68933,"(+/- 4186 )",37527,"(+/- 3360 )",38324,"(+/- 3036 )",32341,"(+/- 4047 )",76116,"(+/- 5112 )",55707,"(+/- 4072 )",87209,"(+/- 5041 )",47757,"(+/- 4376 )",19790,"(+/- 2156 )",28191,"(+/- 3145 )",20945,"(+/- 2055 )",40264,"(+/- 3114 )",18551,"(+/- 2115 )",12284,"(+/- 1506 )",16339,"(+/- 1788 )",18743,"(+/- 2089 )",30767,"(+/- 2371 )",25586,"(+/- 2443 )",14522,"(+/- 2281 )"
Housing,"Gross Rent","$1,500 to $1,999",14607,"(+/- 2066 )",12724,"(+/- 1809 )",11859,"(+/- 2190 )",14628,"(+/- 2064 )",28439,"(+/- 2645 )",48128,"(+/- 3355 )",38317,"(+/- 2677 )",38860,"(+/- 3340 )",46498,"(+/- 3276 )",36235,"(+/- 3140 )",28149,"(+/- 2817 )",44155,"(+/- 3556 )",50871,"(+/- 3923 )",51846,"(+/- 3524 )",34768,"(+/- 2575 )",35892,"(+/- 3680 )",19978,"(+/- 2389 )",15545,"(+/- 2069 )",8530,"(+/- 1391 )",11164,"(+/- 1888 )",3588,"(+/- 784 )",1306,"(+/- 523 )",4388,"(+/- 1097 )",3592,"(+/- 933 )",6671,"(+/- 1146 )",4511,"(+/- 1143 )",2842,"(+/- 813 )"
Housing,"Gross Rent","$2,000 to $2,499",10284,"(+/- 1846 )",9750,"(+/- 2069 )",7464,"(+/- 1706 )",9166,"(+/- 1622 )",10793,"(+/- 1700 )",23131,"(+/- 2662 )",23089,"(+/- 2332 )",21376,"(+/- 1998 )",18817,"(+/- 2389 )",22826,"(+/- 2874 )",9770,"(+/- 1911 )",44822,"(+/- 4161 )",25235,"(+/- 2977 )",23016,"(+/- 2468 )",8306,"(+/- 1498 )",11995,"(+/- 1849 )",10629,"(+/- 1898 )",4861,"(+/- 1186 )",1965,"(+/- 648 )",3241,"(+/- 1035 )",1463,"(+/- 499 )",1245,"(+/- 517 )",1674,"(+/- 655 )",1313,"(+/- 683 )",1865,"(+/- 650 )",817,"(+/- 405 )",892,"(+/- 530 )"
Housing,"Gross Rent","$2,500 to $2,999",5172,"(+/- 1622 )",3147,"(+/- 888 )",4374,"(+/- 1312 )",6227,"(+/- 1688 )",2057,"(+/- 856 )",6273,"(+/- 1164 )",13182,"(+/- 1695 )",12770,"(+/- 2018 )",9885,"(+/- 1600 )",20789,"(+/- 2755 )",3258,"(+/- 1148 )",35240,"(+/- 3410 )",7858,"(+/- 1303 )",5468,"(+/- 1242 )",898,"(+/- 441 )",3087,"(+/- 902 )",6242,"(+/- 1397 )",1597,"(+/- 630 )",724,"(+/- 367 )",583,"(+/- 467 )",916,"(+/- 396 )",321,"(+/- 243 )",156,"(+/- 139 )",287,"(+/- 212 )",447,"(+/- 350 )",725,"(+/- 443 )",281,"(+/- 236 )"
Housing,"Gross Rent","$3,000 or more",2392,"(+/- 1032 )",1483,"(+/- 825 )",4088,"(+/- 856 )",5661,"(+/- 1354 )",737,"(+/- 500 )",2256,"(+/- 807 )",15409,"(+/- 1810 )",10598,"(+/- 1377 )",7689,"(+/- 1443 )",45923,"(+/- 3449 )",1408,"(+/- 535 )",63310,"(+/- 5417 )",7876,"(+/- 1714 )",1221,"(+/- 388 )",680,"(+/- 444 )",3317,"(+/- 895 )",6373,"(+/- 1236 )",1661,"(+/- 834 )",363,"(+/- 234 )",682,"(+/- 424 )",82,"(+/- 92 )",705,"(+/- 317 )",357,"(+/- 212 )",488,"(+/- 401 )",460,"(+/- 272 )",1034,"(+/- 530 )",610,"(+/- 307 )"
Housing,"Gross Rent","Median (dollars)",1759,"(+/- 68 )",1709,"(+/- 74 )",1831,"(+/- 67 )",1792,"(+/- 62 )",1418,"(+/- 34 )",1620,"(+/- 26 )",1425,"(+/- 36 )",1357,"(+/- 37 )",1389,"(+/- 27 )",1860,"(+/- 46 )",1380,"(+/- 27 )",2185,"(+/- 55 )",1261,"(+/- 26 )",1506,"(+/- 30 )",1088,"(+/- 18 )",1370,"(+/- 30 )",1593,"(+/- 60 )",1271,"(+/- 43 )",969,"(+/- 20 )",991,"(+/- 17 )",841,"(+/- 20 )",747,"(+/- 18 )",756,"(+/- 23 )",819,"(+/- 19 )",920,"(+/- 19 )",808,"(+/- 17 )",802,"(+/- 20 )"
Housing,"Gross Rent","No rent paid",1298,"(+/- 562 )",1818,"(+/- 680 )",2425,"(+/- 720 )",3084,"(+/- 1024 )",3677,"(+/- 921 )",8405,"(+/- 1753 )",2934,"(+/- 945 )",2669,"(+/- 760 )",5293,"(+/- 1098 )",5072,"(+/- 1254 )",4204,"(+/- 998 )",5153,"(+/- 1673 )",7642,"(+/- 1765 )",4370,"(+/- 1148 )",7008,"(+/- 1574 )",3939,"(+/- 1234 )",2887,"(+/- 865 )",3519,"(+/- 1041 )",5363,"(+/- 868 )",3120,"(+/- 1047 )",6187,"(+/- 1261 )",5587,"(+/- 1048 )",4350,"(+/- 753 )",3816,"(+/- 825 )",1637,"(+/- 588 )",4539,"(+/- 1097 )",3954,"(+/- 1070 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Total households",250870,"(+/- 4659 )",226611,"(+/- 5089 )",247880,"(+/- 4318 )",237243,"(+/- 3324 )",229294,"(+/- 5261 )",271901,"(+/- 5594 )",256906,"(+/- 5435 )",303604,"(+/- 5451 )",285134,"(+/- 5102 )",307017,"(+/- 6607 )",263966,"(+/- 3538 )",356778,"(+/- 7981 )",294395,"(+/- 6894 )",244262,"(+/- 5707 )",259910,"(+/- 4641 )",272787,"(+/- 5156 )",248008,"(+/- 3677 )",251264,"(+/- 4064 )",271736,"(+/- 5330 )",289470,"(+/- 4264 )",278649,"(+/- 3888 )",271702,"(+/- 3984 )",279327,"(+/- 3711 )",279952,"(+/- 3415 )",291950,"(+/- 2871 )",306927,"(+/- 4595 )",289472,"(+/- 3900 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Less than $10,000",9227,"(+/- 1600 )",7402,"(+/- 1679 )",9369,"(+/- 1834 )",7285,"(+/- 1464 )",12830,"(+/- 2039 )",16058,"(+/- 2272 )",25438,"(+/- 3062 )",36850,"(+/- 3668 )",22367,"(+/- 2289 )",18180,"(+/- 2817 )",18338,"(+/- 2258 )",18323,"(+/- 2892 )",40741,"(+/- 3769 )",14152,"(+/- 1848 )",49286,"(+/- 3563 )",21192,"(+/- 3185 )",8346,"(+/- 1601 )",10380,"(+/- 1759 )",13969,"(+/- 1782 )",15521,"(+/- 2241 )",15580,"(+/- 1722 )",17611,"(+/- 2068 )",18992,"(+/- 2173 )",17553,"(+/- 2462 )",20669,"(+/- 1779 )",26967,"(+/- 2497 )",11283,"(+/- 1960 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$10,000 to $14,999",7105,"(+/- 1722 )",6563,"(+/- 1448 )",5172,"(+/- 1472 )",5016,"(+/- 1159 )",8905,"(+/- 1790 )",11662,"(+/- 1974 )",16519,"(+/- 2266 )",18596,"(+/- 2616 )",16360,"(+/- 2049 )",14241,"(+/- 2550 )",13045,"(+/- 2105 )",12220,"(+/- 2457 )",23606,"(+/- 3523 )",10858,"(+/- 1810 )",27621,"(+/- 2883 )",11840,"(+/- 1853 )",8363,"(+/- 1495 )",8336,"(+/- 1474 )",14507,"(+/- 1937 )",9955,"(+/- 1614 )",13824,"(+/- 1842 )",15223,"(+/- 1749 )",17961,"(+/- 2095 )",13686,"(+/- 1717 )",16144,"(+/- 2319 )",18963,"(+/- 2576 )",11338,"(+/- 1638 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$15,000 to $24,999",13944,"(+/- 2269 )",10485,"(+/- 1695 )",11129,"(+/- 1704 )",12881,"(+/- 2224 )",16880,"(+/- 2248 )",21810,"(+/- 2541 )",26739,"(+/- 2391 )",26943,"(+/- 3027 )",24314,"(+/- 2933 )",23714,"(+/- 3116 )",21900,"(+/- 2331 )",21083,"(+/- 3230 )",35538,"(+/- 3627 )",25543,"(+/- 2870 )",37269,"(+/- 3095 )",22263,"(+/- 2492 )",16440,"(+/- 2337 )",18382,"(+/- 2305 )",23232,"(+/- 2184 )",25872,"(+/- 2717 )",27322,"(+/- 2687 )",28853,"(+/- 2707 )",31745,"(+/- 2074 )",27120,"(+/- 2272 )",28290,"(+/- 2488 )",33518,"(+/- 2981 )",23472,"(+/- 2555 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$25,000 to $34,999",12819,"(+/- 2190 )",11225,"(+/- 1947 )",11784,"(+/- 1714 )",13138,"(+/- 2421 )",15771,"(+/- 2551 )",23991,"(+/- 2687 )",18457,"(+/- 2223 )",24747,"(+/- 2746 )",21961,"(+/- 2328 )",17871,"(+/- 2395 )",16333,"(+/- 2136 )",17290,"(+/- 2413 )",23650,"(+/- 3226 )",21104,"(+/- 2434 )",29320,"(+/- 3058 )",21330,"(+/- 2647 )",14676,"(+/- 2056 )",17339,"(+/- 2251 )",24019,"(+/- 2324 )",24073,"(+/- 2851 )",24271,"(+/- 2266 )",28057,"(+/- 2600 )",28505,"(+/- 2064 )",24580,"(+/- 1932 )",27122,"(+/- 2142 )",32045,"(+/- 2427 )",25617,"(+/- 2606 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$35,000 to $49,999",21588,"(+/- 2501 )",16036,"(+/- 2190 )",13516,"(+/- 1796 )",17900,"(+/- 2487 )",23582,"(+/- 2738 )",29600,"(+/- 2941 )",24267,"(+/- 2425 )",34108,"(+/- 3109 )",29497,"(+/- 2913 )",25788,"(+/- 3304 )",24226,"(+/- 2762 )",18301,"(+/- 2339 )",35282,"(+/- 3808 )",32319,"(+/- 2606 )",34947,"(+/- 3464 )",26935,"(+/- 3105 )",16900,"(+/- 1869 )",22405,"(+/- 2507 )",31412,"(+/- 2874 )",34059,"(+/- 2778 )",40707,"(+/- 2996 )",36148,"(+/- 2776 )",37673,"(+/- 2547 )",36723,"(+/- 2421 )",34171,"(+/- 2750 )",37571,"(+/- 2806 )",37551,"(+/- 2827 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$50,000 to $74,999",31973,"(+/- 2745 )",30445,"(+/- 2709 )",26774,"(+/- 2662 )",26027,"(+/- 2549 )",38404,"(+/- 3012 )",45339,"(+/- 3703 )",33916,"(+/- 3137 )",41009,"(+/- 3064 )",45520,"(+/- 3044 )",30826,"(+/- 3021 )",36447,"(+/- 2885 )",39776,"(+/- 4377 )",44853,"(+/- 4035 )",41535,"(+/- 3175 )",36440,"(+/- 2986 )",39131,"(+/- 3573 )",32075,"(+/- 2806 )",37030,"(+/- 3028 )",48464,"(+/- 2769 )",49063,"(+/- 3055 )",54260,"(+/- 3033 )",51910,"(+/- 3119 )",52552,"(+/- 2800 )",49708,"(+/- 2966 )",49103,"(+/- 2414 )",54786,"(+/- 3786 )",55115,"(+/- 3513 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$75,000 to $99,999",32286,"(+/- 2981 )",29452,"(+/- 3011 )",23218,"(+/- 2358 )",27474,"(+/- 2180 )",30492,"(+/- 2743 )",36308,"(+/- 3176 )",25521,"(+/- 2124 )",33705,"(+/- 2999 )",33659,"(+/- 2933 )",28866,"(+/- 3213 )",31361,"(+/- 2867 )",36689,"(+/- 3546 )",30120,"(+/- 3238 )",32670,"(+/- 3485 )",21690,"(+/- 2517 )",30437,"(+/- 2853 )",27020,"(+/- 2412 )",31352,"(+/- 2753 )",38213,"(+/- 2994 )",38516,"(+/- 3146 )",37534,"(+/- 2454 )",35207,"(+/- 2531 )",37263,"(+/- 2398 )",36247,"(+/- 2641 )",35926,"(+/- 2641 )",40375,"(+/- 3064 )",37707,"(+/- 2701 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$100,000 to $149,999",51746,"(+/- 3389 )",50032,"(+/- 2864 )",47619,"(+/- 3271 )",46288,"(+/- 3291 )",41891,"(+/- 3108 )",44485,"(+/- 3161 )",35008,"(+/- 2800 )",40250,"(+/- 3147 )",44600,"(+/- 3264 )",45620,"(+/- 4502 )",47397,"(+/- 3351 )",59082,"(+/- 4450 )",32680,"(+/- 2670 )",37951,"(+/- 3097 )",15071,"(+/- 2052 )",39689,"(+/- 3234 )",45731,"(+/- 2856 )",43682,"(+/- 2961 )",42154,"(+/- 2922 )",51842,"(+/- 2783 )",39570,"(+/- 2495 )",35916,"(+/- 2401 )",35764,"(+/- 2521 )",45362,"(+/- 2193 )",46101,"(+/- 3287 )",37562,"(+/- 2479 )",48942,"(+/- 2933 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$150,000 to $199,000",32213,"(+/- 2588 )",30922,"(+/- 2451 )",34213,"(+/- 3016 )",34915,"(+/- 3080 )",20808,"(+/- 2139 )",21189,"(+/- 2065 )",19608,"(+/- 1944 )",22439,"(+/- 2602 )",21569,"(+/- 2399 )",24025,"(+/- 2749 )",27412,"(+/- 2503 )",39811,"(+/- 3825 )",12641,"(+/- 1910 )",15448,"(+/- 2055 )",4799,"(+/- 1276 )",19229,"(+/- 2196 )",28465,"(+/- 2290 )",27043,"(+/- 2474 )",18913,"(+/- 1902 )",21308,"(+/- 2094 )",14706,"(+/- 1973 )",13986,"(+/- 1750 )",10222,"(+/- 1236 )",14781,"(+/- 1527 )",19153,"(+/- 2034 )",13548,"(+/- 1950 )",22377,"(+/- 2129 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","$200,000 or more",37969,"(+/- 3076 )",34049,"(+/- 2777 )",65086,"(+/- 2622 )",46319,"(+/- 2951 )",19731,"(+/- 1949 )",21459,"(+/- 2109 )",31433,"(+/- 2259 )",24957,"(+/- 2361 )",25287,"(+/- 2444 )",77886,"(+/- 4006 )",27507,"(+/- 2463 )",94203,"(+/- 3818 )",15284,"(+/- 2057 )",12682,"(+/- 1365 )",3467,"(+/- 983 )",40741,"(+/- 2554 )",49992,"(+/- 2929 )",35315,"(+/- 2239 )",16853,"(+/- 1714 )",19261,"(+/- 1747 )",10875,"(+/- 1530 )",8791,"(+/- 1260 )",8650,"(+/- 1331 )",14192,"(+/- 1271 )",15271,"(+/- 1781 )",11592,"(+/- 1499 )",16070,"(+/- 1775 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Median household income (dollars)",97149,"(+/- 3355 )",101171,"(+/- 2925 )",122464,"(+/- 3311 )",107525,"(+/- 4347 )",73646,"(+/- 2706 )",68072,"(+/- 2805 )",60853,"(+/- 2136 )",55439,"(+/- 2485 )",63759,"(+/- 3581 )",93766,"(+/- 5307 )",76068,"(+/- 2404 )",110569,"(+/- 4049 )",44573,"(+/- 2315 )",60173,"(+/- 3568 )",30483,"(+/- 1372 )",70740,"(+/- 3531 )",100128,"(+/- 2902 )",82731,"(+/- 3049 )",63663,"(+/- 1988 )",67253,"(+/- 2517 )",56487,"(+/- 1294 )",54210,"(+/- 1612 )",51675,"(+/- 1145 )",58526,"(+/- 2061 )",59776,"(+/- 1841 )",51292,"(+/- 920 )",64499,"(+/- 1808 )"
Socioeconomic,"Income and Benefits (In 2018 inflation-adjusted dollars)","Mean household income (dollars)",121375,"(+/- 3590 )",120224,"(+/- 2930 )",168422,"(+/- 4857 )",134371,"(+/- 3840 )",93085,"(+/- 2461 )",89033,"(+/- 2748 )",98997,"(+/- 3614 )",83852,"(+/- 2558 )",92409,"(+/- 2982 )",167807,"(+/- 6899 )",97359,"(+/- 2598 )",179936,"(+/- 6083 )",67680,"(+/- 2675 )",78310,"(+/- 2390 )",44995,"(+/- 2085 )",121429,"(+/- 4371 )",140254,"(+/- 3592 )",112994,"(+/- 3242 )",84315,"(+/- 2243 )",86954,"(+/- 2069 )",73654,"(+/- 1972 )",70162,"(+/- 1827 )",67817,"(+/- 1964 )",78844,"(+/- 2453 )",78132,"(+/- 2003 )",68713,"(+/- 2033 )",85156,"(+/- 2179 )"
