Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE"
Workers,"Employment Status","Armed Forces",301,"(+/- 309 )",80,"(+/- 136 )",340,"(+/- 242 )",493,"(+/- 359 )",120,"(+/- 148 )",890,"(+/- 520 )",80,"(+/- 122 )",222,"(+/- 229 )",242,"(+/- 300 )",249,"(+/- 258 )",3844,"(+/- 1483 )",1589,"(+/- 788 )",5163,"(+/- 1966 )",1099,"(+/- 868 )",1204,"(+/- 677 )",14448,"(+/- 2015 )",682,"(+/- 521 )",70,"(+/- 119 )",4093,"(+/- 796 )",7503,"(+/- 1161 )",3248,"(+/- 1027 )",427,"(+/- 335 )",4486,"(+/- 1134 )",228,"(+/- 323 )",9218,"(+/- 1432 )",199,"(+/- 210 )",1232,"(+/- 568 )",1332,"(+/- 687 )",0,"(+/- 228 )",166,"(+/- 178 )",14277,"(+/- 1785 )",363,"(+/- 318 )",75,"(+/- 123 )",845,"(+/- 523 )",1768,"(+/- 677 )",538,"(+/- 375 )"
Workers,"Employment Status","Not in labor force",238733,"(+/- 6796 )",196421,"(+/- 9140 )",207466,"(+/- 6856 )",240203,"(+/- 7033 )",223952,"(+/- 6644 )",186332,"(+/- 7220 )",175940,"(+/- 8510 )",261992,"(+/- 7460 )",200770,"(+/- 10205 )",221285,"(+/- 9142 )",222161,"(+/- 6416 )",218165,"(+/- 7304 )",207118,"(+/- 6186 )",241173,"(+/- 5907 )",231645,"(+/- 8401 )",209782,"(+/- 7826 )",242500,"(+/- 7363 )",211580,"(+/- 11150 )",217155,"(+/- 7104 )",212030,"(+/- 8464 )",233394,"(+/- 8659 )",229186,"(+/- 10138 )",251550,"(+/- 9700 )",172158,"(+/- 7317 )",232131,"(+/- 7669 )",189938,"(+/- 6950 )",229874,"(+/- 6946 )",227194,"(+/- 6836 )",195614,"(+/- 8652 )",223359,"(+/- 9876 )",218350,"(+/- 6513 )",179135,"(+/- 7095 )",189744,"(+/- 8474 )",246093,"(+/- 8452 )",222297,"(+/- 9836 )",244736,"(+/- 8999 )"
Workers,"Employment Status","Civilian labor force",328736,"(+/- 6681 )",426032,"(+/- 14171 )",488753,"(+/- 7584 )",351794,"(+/- 7259 )",349067,"(+/- 6851 )",433757,"(+/- 10125 )",423298,"(+/- 18570 )",413265,"(+/- 10549 )",410519,"(+/- 17169 )",472788,"(+/- 15314 )",375981,"(+/- 6402 )",420008,"(+/- 11198 )",341367,"(+/- 5657 )",356092,"(+/- 7682 )",347476,"(+/- 8794 )",334636,"(+/- 7800 )",385142,"(+/- 10111 )",402697,"(+/- 13566 )",344665,"(+/- 6383 )",425535,"(+/- 13012 )",444204,"(+/- 13191 )",475607,"(+/- 12352 )",350124,"(+/- 12050 )",480359,"(+/- 9665 )",377762,"(+/- 10717 )",497455,"(+/- 7149 )",343865,"(+/- 7090 )",327834,"(+/- 8408 )",362401,"(+/- 14033 )",376760,"(+/- 11693 )",447958,"(+/- 6838 )",440615,"(+/- 10344 )",374686,"(+/- 13310 )",292678,"(+/- 8679 )",421763,"(+/- 13231 )",339974,"(+/- 9852 )"
Workers,"Employment Status","Unemployment Rate",5.7,"(+/- 0.8 )",5.0,"(+/- 0.7 )",3.7,"(+/- 0.5 )",4.9,"(+/- 0.7 )",4.0,"(+/- 0.7 )",3.9,"(+/- 0.6 )",4.8,"(+/- 0.9 )",3.5,"(+/- 0.7 )",6.7,"(+/- 0.9 )",4.1,"(+/- 0.6 )",3.5,"(+/- 0.6 )",4.4,"(+/- 0.7 )",4.4,"(+/- 0.7 )",5.8,"(+/- 0.9 )",5.2,"(+/- 0.8 )",6.5,"(+/- 0.9 )",4.3,"(+/- 0.7 )",5.8,"(+/- 0.8 )",4.4,"(+/- 0.6 )",6.8,"(+/- 1.1 )",3.4,"(+/- 0.6 )",4.8,"(+/- 0.8 )",4.4,"(+/- 0.8 )",3.3,"(+/- 0.5 )",4.9,"(+/- 0.6 )",4.4,"(+/- 0.6 )",5.7,"(+/- 0.8 )",6.6,"(+/- 0.9 )",5.9,"(+/- 0.9 )",4.6,"(+/- 0.7 )",5.6,"(+/- 0.7 )",4.1,"(+/- 0.7 )",6.8,"(+/- 0.7 )",5.2,"(+/- 0.9 )",5.3,"(+/- 0.8 )",6.0,"(+/- 0.8 )"
Workers,"Commuting to Work","Workers 16 years and over",305591,"(+/- 6992 )",399407,"(+/- 13769 )",464648,"(+/- 7757 )",329806,"(+/- 6947 )",329107,"(+/- 6978 )",409670,"(+/- 10374 )",394489,"(+/- 16787 )",390528,"(+/- 10701 )",376976,"(+/- 16783 )",446585,"(+/- 14345 )",361650,"(+/- 6660 )",396530,"(+/- 11313 )",325744,"(+/- 6540 )",330797,"(+/- 7950 )",324094,"(+/- 8391 )",322141,"(+/- 8348 )",363067,"(+/- 9518 )",372063,"(+/- 13023 )",329375,"(+/- 6116 )",395853,"(+/- 13273 )",424181,"(+/- 12931 )",441778,"(+/- 11568 )",333957,"(+/- 11076 )",456212,"(+/- 9588 )",360648,"(+/- 10305 )",468180,"(+/- 7257 )",319676,"(+/- 6645 )",304357,"(+/- 8084 )",335257,"(+/- 12846 )",352572,"(+/- 11030 )",430287,"(+/- 7704 )",415582,"(+/- 9816 )",341169,"(+/- 11937 )",274883,"(+/- 8619 )",396201,"(+/- 13280 )",314114,"(+/- 9837 )"
Workers,"Commuting to Work","Car, truck, or van -- drove alone",251169,"(+/- 7829 )",319870,"(+/- 11831 )",372222,"(+/- 8162 )",278110,"(+/- 6759 )",269527,"(+/- 6925 )",341991,"(+/- 9681 )",317926,"(+/- 16034 )",315873,"(+/- 10341 )",291633,"(+/- 16003 )",354702,"(+/- 13205 )",294789,"(+/- 7733 )",327065,"(+/- 10337 )",265505,"(+/- 6444 )",284993,"(+/- 7595 )",257858,"(+/- 9181 )",263906,"(+/- 8823 )",301881,"(+/- 9710 )",297254,"(+/- 11778 )",259206,"(+/- 6668 )",304333,"(+/- 11778 )",333762,"(+/- 11331 )",363691,"(+/- 10123 )",269753,"(+/- 10928 )",367424,"(+/- 9635 )",279456,"(+/- 8533 )",383756,"(+/- 9451 )",270869,"(+/- 7162 )",243642,"(+/- 7538 )",266627,"(+/- 11399 )",279402,"(+/- 11143 )",341884,"(+/- 8925 )",330036,"(+/- 9894 )",258109,"(+/- 10019 )",229340,"(+/- 8141 )",307639,"(+/- 12098 )",269070,"(+/- 8751 )"
Workers,"Commuting to Work","Car, truck, or van -- carpooled",31793,"(+/- 3687 )",41133,"(+/- 4927 )",31553,"(+/- 4097 )",28273,"(+/- 2632 )",35686,"(+/- 3910 )",38906,"(+/- 4540 )",34692,"(+/- 4841 )",34195,"(+/- 5001 )",42046,"(+/- 5294 )",40102,"(+/- 4151 )",39434,"(+/- 3411 )",38105,"(+/- 4273 )",32992,"(+/- 3622 )",24241,"(+/- 2482 )",31327,"(+/- 4316 )",31383,"(+/- 3796 )",33111,"(+/- 3722 )",35604,"(+/- 4090 )",43958,"(+/- 3957 )",49199,"(+/- 5579 )",30746,"(+/- 3565 )",38570,"(+/- 5237 )",37342,"(+/- 4116 )",37202,"(+/- 4212 )",26432,"(+/- 2955 )",36407,"(+/- 4046 )",27983,"(+/- 3095 )",34621,"(+/- 3513 )",38661,"(+/- 4047 )",37054,"(+/- 3960 )",45951,"(+/- 3784 )",37202,"(+/- 4236 )",59887,"(+/- 6334 )",21508,"(+/- 2572 )",48037,"(+/- 5188 )",25915,"(+/- 3294 )"
Workers,"Commuting to Work","Public transportation (excluding taxicab)",1238,"(+/- 650 )",5953,"(+/- 1359 )",5186,"(+/- 1666 )",1016,"(+/- 652 )",4239,"(+/- 1303 )",1101,"(+/- 690 )",12982,"(+/- 2464 )",3503,"(+/- 1316 )",14789,"(+/- 2456 )",7435,"(+/- 1907 )",861,"(+/- 627 )",1648,"(+/- 629 )",1212,"(+/- 526 )",2139,"(+/- 769 )",494,"(+/- 364 )",4038,"(+/- 1233 )",2774,"(+/- 948 )",11985,"(+/- 2828 )",1952,"(+/- 1121 )",9353,"(+/- 2027 )",6423,"(+/- 1916 )",4661,"(+/- 1531 )",2790,"(+/- 1248 )",7221,"(+/- 1795 )",4189,"(+/- 1163 )",2271,"(+/- 673 )",2821,"(+/- 1164 )",3400,"(+/- 1194 )",6133,"(+/- 1861 )",10380,"(+/- 2272 )",1972,"(+/- 832 )",9864,"(+/- 2008 )",6780,"(+/- 1446 )",1062,"(+/- 653 )",11205,"(+/- 2097 )",1715,"(+/- 947 )"
Workers,"Commuting to Work",Walked,4583,"(+/- 1274 )",4715,"(+/- 1281 )",4443,"(+/- 1262 )",4125,"(+/- 1338 )",3217,"(+/- 1082 )",4126,"(+/- 1139 )",3992,"(+/- 1387 )",3793,"(+/- 1278 )",4672,"(+/- 1876 )",6817,"(+/- 1355 )",6926,"(+/- 1799 )",4632,"(+/- 1195 )",10516,"(+/- 1987 )",2667,"(+/- 831 )",3701,"(+/- 1197 )",5482,"(+/- 2061 )",6630,"(+/- 1413 )",3434,"(+/- 842 )",7203,"(+/- 1790 )",10668,"(+/- 1841 )",13029,"(+/- 2361 )",2669,"(+/- 997 )",2685,"(+/- 1016 )",5822,"(+/- 1562 )",8937,"(+/- 1733 )",6812,"(+/- 1627 )",5107,"(+/- 1470 )",4269,"(+/- 1074 )",3635,"(+/- 1015 )",7450,"(+/- 1264 )",4612,"(+/- 1543 )",5357,"(+/- 1221 )",4564,"(+/- 1156 )",4539,"(+/- 1369 )",6897,"(+/- 1829 )",2744,"(+/- 866 )"
Workers,"Commuting to Work","Other means",3395,"(+/- 1105 )",6130,"(+/- 1670 )",7956,"(+/- 2014 )",4068,"(+/- 1230 )",3325,"(+/- 1154 )",3813,"(+/- 1170 )",5055,"(+/- 1407 )",4256,"(+/- 1662 )",9798,"(+/- 2099 )",6356,"(+/- 1909 )",6942,"(+/- 1827 )",4018,"(+/- 1164 )",3677,"(+/- 1073 )",5683,"(+/- 1492 )",10906,"(+/- 2285 )",5227,"(+/- 1292 )",5243,"(+/- 1194 )",8140,"(+/- 2629 )",5043,"(+/- 1443 )",7255,"(+/- 2291 )",6885,"(+/- 1494 )",3355,"(+/- 1285 )",6189,"(+/- 1921 )",6322,"(+/- 1504 )",5554,"(+/- 1334 )",5984,"(+/- 1590 )",2831,"(+/- 987 )",3831,"(+/- 1378 )",10566,"(+/- 2832 )",4642,"(+/- 1567 )",5157,"(+/- 1301 )",5800,"(+/- 1451 )",5535,"(+/- 1535 )",5025,"(+/- 1737 )",8041,"(+/- 2099 )",4235,"(+/- 1177 )"
Workers,"Commuting to Work","Worked at home",13413,"(+/- 2356 )",21606,"(+/- 3409 )",43288,"(+/- 3997 )",14214,"(+/- 1713 )",13113,"(+/- 1622 )",19733,"(+/- 2703 )",19842,"(+/- 2861 )",28908,"(+/- 4042 )",14038,"(+/- 2699 )",31173,"(+/- 4271 )",12698,"(+/- 1917 )",21062,"(+/- 2511 )",11842,"(+/- 1968 )",11074,"(+/- 2227 )",19808,"(+/- 3099 )",12105,"(+/- 2032 )",13428,"(+/- 2426 )",15646,"(+/- 3455 )",12013,"(+/- 1939 )",15045,"(+/- 2554 )",33336,"(+/- 3637 )",28832,"(+/- 4255 )",15198,"(+/- 2549 )",32221,"(+/- 2905 )",36080,"(+/- 3922 )",32950,"(+/- 3618 )",10065,"(+/- 1745 )",14594,"(+/- 2495 )",9635,"(+/- 1782 )",13644,"(+/- 2346 )",30711,"(+/- 3380 )",27323,"(+/- 2648 )",6294,"(+/- 1585 )",13409,"(+/- 2263 )",14382,"(+/- 2125 )",10435,"(+/- 1762 )"
Workers,"Commuting to Work","Mean travel time to work (minutes)",23.4,"(+/- 0.8 )",29.1,"(+/- 0.7 )",28.1,"(+/- 0.6 )",27.4,"(+/- 0.8 )",32.1,"(+/- 1.0 )",28.5,"(+/- 0.6 )",28.9,"(+/- 0.8 )",31.7,"(+/- 0.9 )",30.3,"(+/- 0.9 )",28.6,"(+/- 0.8 )",22.6,"(+/- 0.8 )",28.4,"(+/- 0.9 )",19.8,"(+/- 0.7 )",25.9,"(+/- 0.8 )",23.8,"(+/- 1.3 )",23.0,"(+/- 0.8 )",21.8,"(+/- 0.6 )",28.7,"(+/- 0.8 )",17.6,"(+/- 0.6 )",25.7,"(+/- 0.6 )",25.7,"(+/- 0.6 )",32.0,"(+/- 0.7 )",26.8,"(+/- 1.1 )",23.7,"(+/- 0.5 )",27.5,"(+/- 0.9 )",29.6,"(+/- 0.7 )",22.2,"(+/- 0.6 )",24.7,"(+/- 0.8 )",28.6,"(+/- 0.8 )",29.5,"(+/- 0.7 )",26.4,"(+/- 0.7 )",27.3,"(+/- 0.6 )",27.3,"(+/- 0.6 )",21.6,"(+/- 0.9 )",26.6,"(+/- 0.7 )",27.8,"(+/- 0.9 )"
Workers,Occupation,"Civilian employed population 16 years and over",309938,"(+/- 7191 )",404730,"(+/- 13897 )",470821,"(+/- 7805 )",334635,"(+/- 6975 )",335199,"(+/- 6918 )",417040,"(+/- 10309 )",403068,"(+/- 17413 )",398713,"(+/- 10356 )",383206,"(+/- 16721 )",453271,"(+/- 14330 )",362666,"(+/- 6356 )",401549,"(+/- 11098 )",326372,"(+/- 6209 )",335409,"(+/- 7942 )",329485,"(+/- 8556 )",312790,"(+/- 8463 )",368755,"(+/- 9745 )",379227,"(+/- 12987 )",329652,"(+/- 6377 )",396393,"(+/- 13189 )",429111,"(+/- 12736 )",452951,"(+/- 12044 )",334590,"(+/- 10813 )",464613,"(+/- 9953 )",359135,"(+/- 10350 )",475640,"(+/- 7211 )",324262,"(+/- 6517 )",306299,"(+/- 7807 )",340866,"(+/- 13434 )",359397,"(+/- 10798 )",422955,"(+/- 7417 )",422423,"(+/- 9646 )",349344,"(+/- 12384 )",277557,"(+/- 8674 )",399431,"(+/- 13288 )",319675,"(+/- 9465 )"
Workers,Occupation,"Management, business, science, and arts occupations",97911,"(+/- 4565 )",190324,"(+/- 8193 )",253749,"(+/- 7984 )",113615,"(+/- 5542 )",97485,"(+/- 4911 )",146663,"(+/- 6397 )",187134,"(+/- 8180 )",160800,"(+/- 7139 )",105316,"(+/- 7390 )",213003,"(+/- 7901 )",108782,"(+/- 5019 )",154203,"(+/- 7427 )",98268,"(+/- 4548 )",118242,"(+/- 5723 )",95203,"(+/- 6609 )",101703,"(+/- 4958 )",149128,"(+/- 6966 )",115430,"(+/- 6725 )",110000,"(+/- 5464 )",128539,"(+/- 7555 )",206699,"(+/- 8903 )",228254,"(+/- 9372 )",104113,"(+/- 5359 )",213272,"(+/- 7075 )",161909,"(+/- 6599 )",219418,"(+/- 8005 )",98634,"(+/- 5025 )",82119,"(+/- 4952 )",60386,"(+/- 4369 )",104283,"(+/- 5962 )",175879,"(+/- 6852 )",189028,"(+/- 6243 )",51928,"(+/- 4300 )",73311,"(+/- 5230 )",116233,"(+/- 6354 )",100073,"(+/- 5506 )"
Workers,Occupation,"Service occupations",55651,"(+/- 4276 )",50491,"(+/- 5958 )",61941,"(+/- 6007 )",56351,"(+/- 3733 )",67533,"(+/- 5269 )",68257,"(+/- 5595 )",64302,"(+/- 5718 )",65835,"(+/- 7123 )",94549,"(+/- 7948 )",66618,"(+/- 5647 )",59649,"(+/- 5160 )",56547,"(+/- 4072 )",61445,"(+/- 4259 )",54065,"(+/- 4803 )",73405,"(+/- 5399 )",67925,"(+/- 4815 )",55516,"(+/- 4750 )",75339,"(+/- 6046 )",60886,"(+/- 4417 )",85104,"(+/- 5879 )",66779,"(+/- 5516 )",57884,"(+/- 5110 )",66562,"(+/- 5115 )",61076,"(+/- 4935 )",46455,"(+/- 4250 )",63598,"(+/- 5254 )",65128,"(+/- 4116 )",66801,"(+/- 5321 )",67344,"(+/- 5388 )",61556,"(+/- 5235 )",75714,"(+/- 5318 )",65377,"(+/- 4731 )",72343,"(+/- 5052 )",71287,"(+/- 4913 )",91542,"(+/- 6385 )",50553,"(+/- 4336 )"
Workers,Occupation,"Sales and office occupations",66748,"(+/- 4853 )",91937,"(+/- 7039 )",101152,"(+/- 6526 )",75785,"(+/- 4286 )",75960,"(+/- 5128 )",100944,"(+/- 6022 )",86688,"(+/- 7820 )",82412,"(+/- 5589 )",78100,"(+/- 6915 )",93253,"(+/- 6196 )",81246,"(+/- 5906 )",91030,"(+/- 5772 )",67737,"(+/- 4381 )",69677,"(+/- 5012 )",73614,"(+/- 5998 )",82082,"(+/- 5597 )",75020,"(+/- 4751 )",78459,"(+/- 5114 )",71332,"(+/- 4872 )",95540,"(+/- 7288 )",100299,"(+/- 6592 )",93242,"(+/- 6558 )",70199,"(+/- 4881 )",107902,"(+/- 6314 )",73282,"(+/- 4680 )",110731,"(+/- 5255 )",63382,"(+/- 4126 )",72057,"(+/- 5262 )",64270,"(+/- 6249 )",84429,"(+/- 5300 )",92868,"(+/- 5104 )",93003,"(+/- 6244 )",70212,"(+/- 5668 )",61078,"(+/- 4745 )",83523,"(+/- 7816 )",68220,"(+/- 5180 )"
Workers,Occupation,"Natural resources, construction, and maintenance occupations",42359,"(+/- 4221 )",31952,"(+/- 3939 )",22873,"(+/- 3456 )",38415,"(+/- 3037 )",44840,"(+/- 3462 )",37541,"(+/- 3914 )",29078,"(+/- 4855 )",40821,"(+/- 4125 )",47337,"(+/- 5150 )",39448,"(+/- 4090 )",53686,"(+/- 4395 )",39357,"(+/- 3691 )",43785,"(+/- 3381 )",43011,"(+/- 4032 )",42936,"(+/- 4358 )",27813,"(+/- 3715 )",40278,"(+/- 3804 )",47737,"(+/- 4755 )",40980,"(+/- 3826 )",42190,"(+/- 4117 )",29629,"(+/- 3606 )",32133,"(+/- 4079 )",42698,"(+/- 4281 )",26850,"(+/- 3840 )",28880,"(+/- 2681 )",29392,"(+/- 3562 )",48674,"(+/- 3692 )",38712,"(+/- 3721 )",80936,"(+/- 5459 )",44870,"(+/- 4882 )",38168,"(+/- 4100 )",35353,"(+/- 4115 )",76650,"(+/- 5927 )",34186,"(+/- 3844 )",56737,"(+/- 5840 )",47500,"(+/- 5143 )"
Workers,Occupation,"Production, transportation, and material moving occupations",47269,"(+/- 4764 )",40026,"(+/- 4557 )",31106,"(+/- 3361 )",50469,"(+/- 3499 )",49381,"(+/- 3544 )",63635,"(+/- 4715 )",35866,"(+/- 4384 )",48845,"(+/- 4800 )",57904,"(+/- 6500 )",40949,"(+/- 4681 )",59303,"(+/- 4152 )",60412,"(+/- 5308 )",55137,"(+/- 3617 )",50414,"(+/- 3829 )",44327,"(+/- 5094 )",33267,"(+/- 3696 )",48813,"(+/- 4740 )",62262,"(+/- 5171 )",46454,"(+/- 4514 )",45020,"(+/- 4583 )",25705,"(+/- 3025 )",41438,"(+/- 4607 )",51018,"(+/- 4677 )",55513,"(+/- 4401 )",48609,"(+/- 4142 )",52501,"(+/- 5109 )",48444,"(+/- 3655 )",46610,"(+/- 4166 )",67930,"(+/- 5438 )",64259,"(+/- 4861 )",40326,"(+/- 3603 )",39662,"(+/- 3038 )",78211,"(+/- 5055 )",37695,"(+/- 3523 )",51396,"(+/- 5450 )",53329,"(+/- 4252 )"
Workers,Industry,"Civilian employed population 16 years and over",309938,"(+/- 7191 )",404730,"(+/- 13897 )",470821,"(+/- 7805 )",334635,"(+/- 6975 )",335199,"(+/- 6918 )",417040,"(+/- 10309 )",403068,"(+/- 17413 )",398713,"(+/- 10356 )",383206,"(+/- 16721 )",453271,"(+/- 14330 )",362666,"(+/- 6356 )",401549,"(+/- 11098 )",326372,"(+/- 6209 )",335409,"(+/- 7942 )",329485,"(+/- 8556 )",312790,"(+/- 8463 )",368755,"(+/- 9745 )",379227,"(+/- 12987 )",329652,"(+/- 6377 )",396393,"(+/- 13189 )",429111,"(+/- 12736 )",452951,"(+/- 12044 )",334590,"(+/- 10813 )",464613,"(+/- 9953 )",359135,"(+/- 10350 )",475640,"(+/- 7211 )",324262,"(+/- 6517 )",306299,"(+/- 7807 )",340866,"(+/- 13434 )",359397,"(+/- 10798 )",422955,"(+/- 7417 )",422423,"(+/- 9646 )",349344,"(+/- 12384 )",277557,"(+/- 8674 )",399431,"(+/- 13288 )",319675,"(+/- 9465 )"
Workers,Industry,"Agriculture, forestry, fishing and hunting, and mining",17433,"(+/- 2605 )",18013,"(+/- 2597 )",3375,"(+/- 1236 )",10108,"(+/- 1823 )",9112,"(+/- 1553 )",4995,"(+/- 1277 )",15602,"(+/- 2045 )",22904,"(+/- 3911 )",4167,"(+/- 1085 )",12396,"(+/- 2197 )",47010,"(+/- 3611 )",7733,"(+/- 1804 )",22061,"(+/- 2145 )",6945,"(+/- 1652 )",11990,"(+/- 2069 )",3850,"(+/- 1314 )",10066,"(+/- 1494 )",10707,"(+/- 2176 )",26079,"(+/- 2569 )",4821,"(+/- 1747 )",6831,"(+/- 1495 )",18498,"(+/- 2892 )",21948,"(+/- 3162 )",2616,"(+/- 855 )",7250,"(+/- 1545 )",4022,"(+/- 1316 )",14626,"(+/- 2284 )",11055,"(+/- 1651 )",5028,"(+/- 1449 )",3478,"(+/- 1270 )",2693,"(+/- 914 )",2865,"(+/- 865 )",2244,"(+/- 875 )",12337,"(+/- 2154 )",2722,"(+/- 1195 )",6849,"(+/- 1731 )"
Workers,Industry,Construction,26012,"(+/- 3560 )",33923,"(+/- 5255 )",24631,"(+/- 3746 )",27716,"(+/- 2696 )",33493,"(+/- 3466 )",32028,"(+/- 3526 )",31186,"(+/- 4903 )",38723,"(+/- 5016 )",37425,"(+/- 4314 )",35790,"(+/- 4355 )",27676,"(+/- 3064 )",31017,"(+/- 3782 )",26689,"(+/- 3268 )",39193,"(+/- 3765 )",28715,"(+/- 3500 )",19038,"(+/- 2971 )",29661,"(+/- 3501 )",40785,"(+/- 3917 )",21162,"(+/- 2535 )",36358,"(+/- 3917 )",30669,"(+/- 3742 )",28530,"(+/- 4378 )",20676,"(+/- 2851 )",24787,"(+/- 3985 )",25717,"(+/- 2980 )",26003,"(+/- 2688 )",37900,"(+/- 3408 )",26623,"(+/- 3096 )",67919,"(+/- 5183 )",38515,"(+/- 4742 )",32662,"(+/- 3862 )",29904,"(+/- 3582 )",67475,"(+/- 5679 )",22900,"(+/- 3358 )",46850,"(+/- 5260 )",40484,"(+/- 4320 )"
Workers,Industry,Manufacturing,27213,"(+/- 3539 )",43894,"(+/- 4615 )",37793,"(+/- 4249 )",40542,"(+/- 3324 )",26828,"(+/- 2647 )",41663,"(+/- 3510 )",28220,"(+/- 3049 )",32740,"(+/- 3755 )",23967,"(+/- 3373 )",43966,"(+/- 4332 )",26661,"(+/- 3153 )",39009,"(+/- 3046 )",35409,"(+/- 3327 )",39772,"(+/- 4130 )",19227,"(+/- 3325 )",16014,"(+/- 2352 )",34905,"(+/- 4321 )",29571,"(+/- 3311 )",21734,"(+/- 3201 )",19652,"(+/- 2657 )",24389,"(+/- 2795 )",43471,"(+/- 4939 )",21226,"(+/- 2768 )",37955,"(+/- 3679 )",29260,"(+/- 3426 )",41900,"(+/- 4214 )",27277,"(+/- 2985 )",13649,"(+/- 2387 )",35352,"(+/- 5024 )",29594,"(+/- 3573 )",34535,"(+/- 3143 )",35128,"(+/- 3039 )",39906,"(+/- 3729 )",16562,"(+/- 2745 )",25392,"(+/- 3398 )",42555,"(+/- 3623 )"
Workers,Industry,"Wholesale trade",7352,"(+/- 1664 )",15574,"(+/- 2655 )",11905,"(+/- 2183 )",6583,"(+/- 1497 )",7460,"(+/- 1374 )",13754,"(+/- 2092 )",12244,"(+/- 2423 )",13753,"(+/- 3127 )",9658,"(+/- 1969 )",14367,"(+/- 2652 )",9183,"(+/- 2015 )",13224,"(+/- 2254 )",8426,"(+/- 1455 )",7107,"(+/- 1497 )",10321,"(+/- 2213 )",8675,"(+/- 1824 )",7299,"(+/- 1686 )",9521,"(+/- 1967 )",10325,"(+/- 2134 )",5630,"(+/- 1408 )",10245,"(+/- 1745 )",14076,"(+/- 2967 )",6214,"(+/- 1464 )",15965,"(+/- 2429 )",7088,"(+/- 1604 )",15603,"(+/- 2658 )",7126,"(+/- 1494 )",9341,"(+/- 2132 )",8523,"(+/- 1564 )",9298,"(+/- 1995 )",9323,"(+/- 1601 )",11109,"(+/- 1547 )",11906,"(+/- 2454 )",5479,"(+/- 1592 )",8051,"(+/- 1591 )",7923,"(+/- 1603 )"
Workers,Industry,"Retail trade",37794,"(+/- 3598 )",39925,"(+/- 4560 )",51319,"(+/- 5091 )",40423,"(+/- 3201 )",38627,"(+/- 4152 )",53144,"(+/- 5574 )",41731,"(+/- 5107 )",40566,"(+/- 4113 )",44182,"(+/- 6097 )",44707,"(+/- 4507 )",46142,"(+/- 4709 )",48124,"(+/- 4404 )",35674,"(+/- 3476 )",38346,"(+/- 3877 )",40278,"(+/- 3671 )",37347,"(+/- 4776 )",40928,"(+/- 4265 )",42221,"(+/- 4474 )",35378,"(+/- 2830 )",46061,"(+/- 5388 )",49158,"(+/- 4754 )",46478,"(+/- 4703 )",36808,"(+/- 3856 )",48332,"(+/- 4160 )",45402,"(+/- 3960 )",56651,"(+/- 4443 )",35042,"(+/- 3611 )",43493,"(+/- 3878 )",37742,"(+/- 4015 )",43589,"(+/- 3766 )",43623,"(+/- 3652 )",42394,"(+/- 4017 )",41352,"(+/- 3979 )",35329,"(+/- 3357 )",46820,"(+/- 4810 )",35699,"(+/- 3595 )"
Workers,Industry,"Transportation and warehousing, and utilities",17986,"(+/- 2692 )",25308,"(+/- 2844 )",16418,"(+/- 2426 )",17325,"(+/- 2139 )",23828,"(+/- 2760 )",32262,"(+/- 3494 )",23266,"(+/- 3660 )",24931,"(+/- 3057 )",28123,"(+/- 4103 )",19662,"(+/- 3133 )",25198,"(+/- 2895 )",33240,"(+/- 3632 )",18814,"(+/- 2404 )",17636,"(+/- 2488 )",15498,"(+/- 2369 )",19294,"(+/- 2541 )",15695,"(+/- 2105 )",34417,"(+/- 3616 )",16467,"(+/- 2348 )",17687,"(+/- 2935 )",15811,"(+/- 2634 )",22822,"(+/- 3540 )",22544,"(+/- 3295 )",39125,"(+/- 3406 )",15981,"(+/- 2729 )",34353,"(+/- 3747 )",15101,"(+/- 2015 )",30300,"(+/- 3099 )",25973,"(+/- 3541 )",33868,"(+/- 3689 )",18279,"(+/- 3009 )",21173,"(+/- 2568 )",25095,"(+/- 2542 )",13465,"(+/- 1900 )",21432,"(+/- 3470 )",22741,"(+/- 3282 )"
