Topic,Subject,Title,"District 01 Estimate","District 01 MOE","District 02 Estimate","District 02 MOE","District 03 Estimate","District 03 MOE","District 04 Estimate","District 04 MOE","District 05 Estimate","District 05 MOE","District 06 Estimate","District 06 MOE","District 07 Estimate","District 07 MOE","District 08 Estimate","District 08 MOE","District 09 Estimate","District 09 MOE","District 10 Estimate","District 10 MOE","District 11 Estimate","District 11 MOE","District 12 Estimate","District 12 MOE","District 13 Estimate","District 13 MOE","District 14 Estimate","District 14 MOE","District 15 Estimate","District 15 MOE","District 16 Estimate","District 16 MOE","District 17 Estimate","District 17 MOE","District 18 Estimate","District 18 MOE","District 19 Estimate","District 19 MOE","District 20 Estimate","District 20 MOE","District 21 Estimate","District 21 MOE","District 22 Estimate","District 22 MOE","District 23 Estimate","District 23 MOE","District 24 Estimate","District 24 MOE","District 25 Estimate","District 25 MOE","District 26 Estimate","District 26 MOE","District 27 Estimate","District 27 MOE","District 28 Estimate","District 28 MOE","District 29 Estimate","District 29 MOE","District 30 Estimate","District 30 MOE","District 31 Estimate","District 31 MOE","District 32 Estimate","District 32 MOE","District 33 Estimate","District 33 MOE","District 34 Estimate","District 34 MOE","District 35 Estimate","District 35 MOE","District 36 Estimate","District 36 MOE","District 37 Estimate","District 37 MOE","District 38 Estimate","District 38 MOE","District 39 Estimate","District 39 MOE","District 40 Estimate","District 40 MOE","District 41 Estimate","District 41 MOE","District 42 Estimate","District 42 MOE","District 43 Estimate","District 43 MOE","District 44 Estimate","District 44 MOE","District 45 Estimate","District 45 MOE","District 46 Estimate","District 46 MOE","District 47 Estimate","District 47 MOE","District 48 Estimate","District 48 MOE","District 49 Estimate","District 49 MOE","District 50 Estimate","District 50 MOE","District 51 Estimate","District 51 MOE","District 52 Estimate","District 52 MOE","District 53 Estimate","District 53 MOE"
Housing,Value,"$500,000 to $999,999",26566,"(+/- 2296 )",66314,"(+/- 3536 )",35283,"(+/- 2048 )",73266,"(+/- 3263 )",80064,"(+/- 3080 )",18963,"(+/- 1529 )",48305,"(+/- 2642 )",12153,"(+/- 1938 )",40840,"(+/- 2423 )",24506,"(+/- 2022 )",73613,"(+/- 2992 )",28473,"(+/- 2994 )",65583,"(+/- 2820 )",49461,"(+/- 3153 )",90920,"(+/- 3782 )",6497,"(+/- 1287 )",42208,"(+/- 2710 )",27977,"(+/- 2112 )",71983,"(+/- 2750 )",58845,"(+/- 2983 )",4264,"(+/- 948 )",15244,"(+/- 2031 )",8661,"(+/- 1557 )",59438,"(+/- 2939 )",72098,"(+/- 3255 )",79000,"(+/- 2877 )",78777,"(+/- 3165 )",49203,"(+/- 2933 )",45969,"(+/- 2771 )",83816,"(+/- 3454 )",27817,"(+/- 2819 )",53101,"(+/- 2583 )",38358,"(+/- 2395 )",31025,"(+/- 2259 )",21148,"(+/- 2047 )",21674,"(+/- 1941 )",41031,"(+/- 2631 )",73546,"(+/- 2962 )",98870,"(+/- 3751 )",24638,"(+/- 2218 )",14096,"(+/- 1469 )",50558,"(+/- 3280 )",57169,"(+/- 2764 )",24925,"(+/- 2131 )",110454,"(+/- 4780 )",51643,"(+/- 3050 )",75597,"(+/- 3625 )",76305,"(+/- 3349 )",78809,"(+/- 4676 )",73875,"(+/- 3408 )",21257,"(+/- 2382 )",90208,"(+/- 3677 )",72857,"(+/- 3448 )"
Housing,Value,"$1,000,000 or more",3867,"(+/- 899 )",49157,"(+/- 2842 )",5012,"(+/- 1207 )",10255,"(+/- 1508 )",16307,"(+/- 1716 )",2500,"(+/- 665 )",3557,"(+/- 636 )",1564,"(+/- 616 )",2985,"(+/- 739 )",2043,"(+/- 604 )",50093,"(+/- 2728 )",77996,"(+/- 3289 )",39381,"(+/- 2547 )",91673,"(+/- 3781 )",55068,"(+/- 2496 )",1041,"(+/- 345 )",83335,"(+/- 3548 )",125208,"(+/- 4265 )",46252,"(+/- 2365 )",22140,"(+/- 1840 )",839,"(+/- 375 )",2752,"(+/- 833 )",1708,"(+/- 715 )",27232,"(+/- 1935 )",4746,"(+/- 953 )",15858,"(+/- 1761 )",30365,"(+/- 2113 )",41504,"(+/- 2788 )",1531,"(+/- 504 )",31531,"(+/- 2437 )",2328,"(+/- 841 )",3952,"(+/- 825 )",98240,"(+/- 3259 )",7069,"(+/- 1071 )",1091,"(+/- 514 )",6982,"(+/- 1172 )",35958,"(+/- 2718 )",2794,"(+/- 653 )",17395,"(+/- 1568 )",1059,"(+/- 589 )",1064,"(+/- 373 )",4681,"(+/- 1063 )",10014,"(+/- 1348 )",2035,"(+/- 578 )",36530,"(+/- 3006 )",1556,"(+/- 514 )",11526,"(+/- 1481 )",47772,"(+/- 2259 )",43669,"(+/- 2980 )",7980,"(+/- 1691 )",869,"(+/- 413 )",41037,"(+/- 2471 )",7648,"(+/- 1302 )"
Housing,Value,"Median (dollars)",288100,"(+/- 6906 )",693500,"(+/- 16021 )",382200,"(+/- 5721 )",452500,"(+/- 6393 )",570000,"(+/- 8648 )",334700,"(+/- 6452 )",408500,"(+/- 7443 )",259300,"(+/- 7920 )",393900,"(+/- 7753 )",352000,"(+/- 5928 )",716900,"(+/- 13481 )",1211300,"(+/- 26020 )",784600,"(+/- 19592 )",1131100,"(+/- 18502 )",868700,"(+/- 10289 )",236600,"(+/- 5269 )",1120900,"(+/- 18173 )",1569800,"(+/- 30684 )",876700,"(+/- 10781 )",647600,"(+/- 13545 )",198600,"(+/- 5121 )",287200,"(+/- 6419 )",252500,"(+/- 6994 )",605600,"(+/- 14557 )",496200,"(+/- 12605 )",612400,"(+/- 8714 )",738900,"(+/- 11122 )",896000,"(+/- 20873 )",520900,"(+/- 12474 )",713800,"(+/- 10345 )",386500,"(+/- 8558 )",497800,"(+/- 8098 )",1307600,"(+/- 53202 )",647800,"(+/- 14784 )",398000,"(+/- 6178 )",288100,"(+/- 4630 )",815800,"(+/- 31468 )",556400,"(+/- 6838 )",677700,"(+/- 9181 )",471600,"(+/- 8932 )",358600,"(+/- 4481 )",447300,"(+/- 4407 )",607200,"(+/- 10085 )",439400,"(+/- 5223 )",763700,"(+/- 13723 )",562900,"(+/- 10064 )",630400,"(+/- 7306 )",835300,"(+/- 12005 )",742800,"(+/- 15424 )",518700,"(+/- 11832 )",387700,"(+/- 14059 )",774700,"(+/- 17900 )",559900,"(+/- 9654 )"
Housing,"Mortgage Status","Owner-occupied units",183295,"(+/- 4096 )",178576,"(+/- 4033 )",149237,"(+/- 3986 )",207378,"(+/- 4425 )",158255,"(+/- 4644 )",132782,"(+/- 4968 )",174511,"(+/- 4340 )",149033,"(+/- 4998 )",140902,"(+/- 4392 )",145920,"(+/- 5045 )",170278,"(+/- 4318 )",114191,"(+/- 4200 )",127867,"(+/- 3685 )",152182,"(+/- 3910 )",163052,"(+/- 4153 )",102326,"(+/- 3810 )",137753,"(+/- 4203 )",163051,"(+/- 4392 )",135835,"(+/- 3713 )",120933,"(+/- 3387 )",94175,"(+/- 3707 )",146446,"(+/- 4801 )",150373,"(+/- 5309 )",143022,"(+/- 3282 )",155148,"(+/- 4807 )",140217,"(+/- 3545 )",124743,"(+/- 3532 )",102496,"(+/- 3891 )",88512,"(+/- 3173 )",139860,"(+/- 4797 )",123641,"(+/- 4765 )",115605,"(+/- 3757 )",146305,"(+/- 3471 )",53482,"(+/- 2542 )",115844,"(+/- 3737 )",201529,"(+/- 4942 )",98780,"(+/- 4146 )",124743,"(+/- 4065 )",146379,"(+/- 3602 )",61029,"(+/- 2672 )",113194,"(+/- 3929 )",163935,"(+/- 4376 )",98307,"(+/- 4025 )",90805,"(+/- 2982 )",178280,"(+/- 5417 )",83984,"(+/- 3472 )",115953,"(+/- 4253 )",149390,"(+/- 4352 )",156103,"(+/- 5431 )",155014,"(+/- 4896 )",92516,"(+/- 3935 )",154875,"(+/- 4061 )",133622,"(+/- 4703 )"
Housing,"Mortgage Status","Housing units with a mortgage",108294,"(+/- 3914 )",112066,"(+/- 3727 )",102968,"(+/- 4121 )",137805,"(+/- 3377 )",109145,"(+/- 4365 )",94813,"(+/- 4440 )",128003,"(+/- 4602 )",99782,"(+/- 4236 )",99607,"(+/- 3932 )",100802,"(+/- 4613 )",121175,"(+/- 4264 )",72883,"(+/- 3492 )",91253,"(+/- 3781 )",105017,"(+/- 4243 )",122770,"(+/- 4065 )",69410,"(+/- 3684 )",96497,"(+/- 3689 )",111788,"(+/- 4070 )",98804,"(+/- 3592 )",80187,"(+/- 3348 )",64792,"(+/- 3765 )",103817,"(+/- 4713 )",105158,"(+/- 4942 )",93462,"(+/- 3489 )",118062,"(+/- 4404 )",97709,"(+/- 3467 )",79548,"(+/- 3498 )",72525,"(+/- 3863 )",63644,"(+/- 3199 )",101644,"(+/- 4023 )",89338,"(+/- 4792 )",78162,"(+/- 3367 )",99886,"(+/- 3563 )",37493,"(+/- 2521 )",87615,"(+/- 3788 )",115819,"(+/- 4464 )",70759,"(+/- 3611 )",86827,"(+/- 3703 )",104091,"(+/- 3532 )",42097,"(+/- 2503 )",86115,"(+/- 3645 )",129520,"(+/- 4113 )",73884,"(+/- 3762 )",64420,"(+/- 3134 )",128939,"(+/- 4416 )",59119,"(+/- 3093 )",83073,"(+/- 4058 )",98195,"(+/- 3904 )",110632,"(+/- 4887 )",109368,"(+/- 4311 )",61452,"(+/- 3836 )",110083,"(+/- 4603 )",98394,"(+/- 4287 )"
Housing,"Mortgage Status","Housing units without a mortgage",75001,"(+/- 3207 )",66510,"(+/- 3025 )",46269,"(+/- 2501 )",69573,"(+/- 3387 )",49110,"(+/- 3196 )",37969,"(+/- 2738 )",46508,"(+/- 3126 )",49251,"(+/- 3796 )",41295,"(+/- 3247 )",45118,"(+/- 2993 )",49103,"(+/- 3297 )",41308,"(+/- 2876 )",36614,"(+/- 2466 )",47165,"(+/- 2781 )",40282,"(+/- 2868 )",32916,"(+/- 2572 )",41256,"(+/- 2447 )",51263,"(+/- 2820 )",37031,"(+/- 2440 )",40746,"(+/- 2634 )",29383,"(+/- 2120 )",42629,"(+/- 2842 )",45215,"(+/- 3734 )",49560,"(+/- 2477 )",37086,"(+/- 2454 )",42508,"(+/- 2549 )",45195,"(+/- 2874 )",29971,"(+/- 2165 )",24868,"(+/- 1752 )",38216,"(+/- 2619 )",34303,"(+/- 2691 )",37443,"(+/- 2518 )",46419,"(+/- 3171 )",15989,"(+/- 1358 )",28229,"(+/- 2055 )",85710,"(+/- 4125 )",28021,"(+/- 2409 )",37916,"(+/- 2708 )",42288,"(+/- 2469 )",18932,"(+/- 1682 )",27079,"(+/- 2300 )",34415,"(+/- 2623 )",24423,"(+/- 1791 )",26385,"(+/- 2023 )",49341,"(+/- 3283 )",24865,"(+/- 1942 )",32880,"(+/- 2122 )",51195,"(+/- 3011 )",45471,"(+/- 2862 )",45646,"(+/- 2960 )",31064,"(+/- 3211 )",44792,"(+/- 2984 )",35228,"(+/- 2920 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units with a mortgage",108294,"(+/- 3914 )",112066,"(+/- 3727 )",102968,"(+/- 4121 )",137805,"(+/- 3377 )",109145,"(+/- 4365 )",94813,"(+/- 4440 )",128003,"(+/- 4602 )",99782,"(+/- 4236 )",99607,"(+/- 3932 )",100802,"(+/- 4613 )",121175,"(+/- 4264 )",72883,"(+/- 3492 )",91253,"(+/- 3781 )",105017,"(+/- 4243 )",122770,"(+/- 4065 )",69410,"(+/- 3684 )",96497,"(+/- 3689 )",111788,"(+/- 4070 )",98804,"(+/- 3592 )",80187,"(+/- 3348 )",64792,"(+/- 3765 )",103817,"(+/- 4713 )",105158,"(+/- 4942 )",93462,"(+/- 3489 )",118062,"(+/- 4404 )",97709,"(+/- 3467 )",79548,"(+/- 3498 )",72525,"(+/- 3863 )",63644,"(+/- 3199 )",101644,"(+/- 4023 )",89338,"(+/- 4792 )",78162,"(+/- 3367 )",99886,"(+/- 3563 )",37493,"(+/- 2521 )",87615,"(+/- 3788 )",115819,"(+/- 4464 )",70759,"(+/- 3611 )",86827,"(+/- 3703 )",104091,"(+/- 3532 )",42097,"(+/- 2503 )",86115,"(+/- 3645 )",129520,"(+/- 4113 )",73884,"(+/- 3762 )",64420,"(+/- 3134 )",128939,"(+/- 4416 )",59119,"(+/- 3093 )",83073,"(+/- 4058 )",98195,"(+/- 3904 )",110632,"(+/- 4887 )",109368,"(+/- 4311 )",61452,"(+/- 3836 )",110083,"(+/- 4603 )",98394,"(+/- 4287 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $500",1085,"(+/- 515 )",609,"(+/- 322 )",694,"(+/- 393 )",758,"(+/- 352 )",385,"(+/- 255 )",738,"(+/- 364 )",373,"(+/- 265 )",1023,"(+/- 472 )",535,"(+/- 318 )",422,"(+/- 272 )",259,"(+/- 185 )",107,"(+/- 128 )",120,"(+/- 148 )",337,"(+/- 247 )",509,"(+/- 303 )",650,"(+/- 310 )",224,"(+/- 174 )",65,"(+/- 77 )",148,"(+/- 163 )",212,"(+/- 181 )",721,"(+/- 531 )",970,"(+/- 430 )",503,"(+/- 269 )",707,"(+/- 441 )",889,"(+/- 596 )",318,"(+/- 179 )",399,"(+/- 364 )",231,"(+/- 173 )",111,"(+/- 131 )",92,"(+/- 88 )",560,"(+/- 299 )",291,"(+/- 189 )",119,"(+/- 144 )",0,"(+/- 211 )",550,"(+/- 359 )",417,"(+/- 247 )",118,"(+/- 141 )",385,"(+/- 215 )",481,"(+/- 314 )",256,"(+/- 195 )",343,"(+/- 189 )",879,"(+/- 382 )",50,"(+/- 83 )",70,"(+/- 87 )",242,"(+/- 213 )",360,"(+/- 236 )",654,"(+/- 357 )",190,"(+/- 171 )",314,"(+/- 331 )",362,"(+/- 289 )",313,"(+/- 198 )",382,"(+/- 249 )",342,"(+/- 250 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$500 to $999",16794,"(+/- 2147 )",4239,"(+/- 1019 )",7117,"(+/- 1194 )",6953,"(+/- 1150 )",4292,"(+/- 973 )",6903,"(+/- 1126 )",7808,"(+/- 1356 )",17350,"(+/- 1919 )",7322,"(+/- 1268 )",7558,"(+/- 1311 )",3511,"(+/- 913 )",1086,"(+/- 464 )",1381,"(+/- 436 )",2872,"(+/- 834 )",2562,"(+/- 650 )",12884,"(+/- 1732 )",1668,"(+/- 638 )",1653,"(+/- 573 )",1865,"(+/- 632 )",2550,"(+/- 723 )",14475,"(+/- 1932 )",12264,"(+/- 1794 )",13381,"(+/- 1744 )",3790,"(+/- 1050 )",5720,"(+/- 1132 )",2752,"(+/- 624 )",1737,"(+/- 468 )",1527,"(+/- 699 )",1994,"(+/- 590 )",1332,"(+/- 549 )",5837,"(+/- 1171 )",3835,"(+/- 835 )",1297,"(+/- 485 )",783,"(+/- 360 )",6069,"(+/- 1216 )",10598,"(+/- 1614 )",1690,"(+/- 672 )",3924,"(+/- 903 )",3577,"(+/- 931 )",1734,"(+/- 622 )",6342,"(+/- 1193 )",4471,"(+/- 948 )",1812,"(+/- 547 )",3296,"(+/- 781 )",3502,"(+/- 882 )",2291,"(+/- 638 )",2772,"(+/- 751 )",1787,"(+/- 563 )",2644,"(+/- 829 )",5042,"(+/- 949 )",5211,"(+/- 1141 )",1849,"(+/- 600 )",3719,"(+/- 900 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,000 to $1,499",28833,"(+/- 2575 )",12085,"(+/- 1620 )",21384,"(+/- 2217 )",20923,"(+/- 2171 )",13808,"(+/- 1923 )",25058,"(+/- 2341 )",21475,"(+/- 2221 )",30865,"(+/- 2880 )",18559,"(+/- 1990 )",23522,"(+/- 2115 )",9993,"(+/- 1570 )",2150,"(+/- 552 )",6061,"(+/- 1103 )",4339,"(+/- 945 )",5209,"(+/- 882 )",26029,"(+/- 2626 )",5251,"(+/- 1042 )",3990,"(+/- 986 )",4085,"(+/- 816 )",9270,"(+/- 1563 )",25498,"(+/- 2667 )",26698,"(+/- 2456 )",29478,"(+/- 3115 )",10262,"(+/- 1581 )",15070,"(+/- 1935 )",9308,"(+/- 1548 )",4879,"(+/- 917 )",4405,"(+/- 938 )",7294,"(+/- 1307 )",5831,"(+/- 1009 )",17428,"(+/- 2194 )",11255,"(+/- 1430 )",2597,"(+/- 752 )",4953,"(+/- 1017 )",15494,"(+/- 2020 )",30246,"(+/- 2951 )",5261,"(+/- 1054 )",10426,"(+/- 1602 )",8570,"(+/- 1188 )",7550,"(+/- 1091 )",21065,"(+/- 2180 )",15352,"(+/- 1685 )",8219,"(+/- 1173 )",10282,"(+/- 1494 )",7426,"(+/- 1292 )",7099,"(+/- 1416 )",8393,"(+/- 1481 )",7161,"(+/- 1185 )",8832,"(+/- 1601 )",11025,"(+/- 1488 )",14445,"(+/- 1990 )",6923,"(+/- 1234 )",9448,"(+/- 1574 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$1,500 to $1,999",29720,"(+/- 2199 )",18959,"(+/- 2167 )",26674,"(+/- 2614 )",29141,"(+/- 2587 )",22603,"(+/- 2199 )",27127,"(+/- 2813 )",32822,"(+/- 2680 )",26074,"(+/- 3023 )",21430,"(+/- 2022 )",30132,"(+/- 2994 )",16732,"(+/- 1899 )",5154,"(+/- 1127 )",11896,"(+/- 1255 )",9234,"(+/- 1250 )",11841,"(+/- 1690 )",17248,"(+/- 1739 )",7266,"(+/- 1223 )",6791,"(+/- 1284 )",9628,"(+/- 1443 )",14435,"(+/- 1690 )",14518,"(+/- 1867 )",30420,"(+/- 3428 )",29008,"(+/- 2991 )",18718,"(+/- 2154 )",22821,"(+/- 2302 )",16433,"(+/- 2053 )",9717,"(+/- 1415 )",6035,"(+/- 1113 )",13292,"(+/- 1491 )",10493,"(+/- 1284 )",23452,"(+/- 2814 )",19667,"(+/- 1704 )",4959,"(+/- 905 )",6831,"(+/- 1168 )",23728,"(+/- 2169 )",33668,"(+/- 2478 )",12966,"(+/- 1531 )",18865,"(+/- 1893 )",14816,"(+/- 1844 )",11787,"(+/- 1567 )",25410,"(+/- 2473 )",22674,"(+/- 2075 )",15992,"(+/- 1838 )",20365,"(+/- 2132 )",14722,"(+/- 1852 )",13485,"(+/- 1667 )",13021,"(+/- 1430 )",11230,"(+/- 1399 )",13587,"(+/- 1777 )",20306,"(+/- 1994 )",15212,"(+/- 1980 )",11981,"(+/- 1694 )",16060,"(+/- 1838 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,000 to $2,499",13791,"(+/- 1556 )",16781,"(+/- 1900 )",19322,"(+/- 2091 )",27595,"(+/- 2344 )",21471,"(+/- 2031 )",17638,"(+/- 1979 )",28733,"(+/- 2863 )",13623,"(+/- 2566 )",18186,"(+/- 2091 )",18346,"(+/- 2224 )",19557,"(+/- 1700 )",7380,"(+/- 1139 )",14642,"(+/- 1581 )",12251,"(+/- 1707 )",18575,"(+/- 1983 )",7535,"(+/- 1445 )",11246,"(+/- 1501 )",8652,"(+/- 1387 )",15030,"(+/- 2046 )",15517,"(+/- 1733 )",6020,"(+/- 1277 )",19649,"(+/- 2164 )",18433,"(+/- 2562 )",18839,"(+/- 2053 )",23709,"(+/- 2380 )",19646,"(+/- 1684 )",14272,"(+/- 1714 )",10195,"(+/- 1613 )",15150,"(+/- 1861 )",17807,"(+/- 2120 )",17478,"(+/- 2253 )",18912,"(+/- 1843 )",8824,"(+/- 1600 )",7181,"(+/- 1115 )",20181,"(+/- 2208 )",19475,"(+/- 2254 )",10951,"(+/- 1537 )",19396,"(+/- 2056 )",17612,"(+/- 1871 )",9358,"(+/- 1298 )",17713,"(+/- 2176 )",28804,"(+/- 2870 )",15729,"(+/- 1932 )",14299,"(+/- 1520 )",17785,"(+/- 1929 )",12823,"(+/- 1721 )",17784,"(+/- 1797 )",14204,"(+/- 1865 )",17487,"(+/- 2483 )",21230,"(+/- 1948 )",12409,"(+/- 1964 )",16540,"(+/- 2087 )",21287,"(+/- 2115 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$2,500 to $2,999",7829,"(+/- 1167 )",13633,"(+/- 1621 )",12604,"(+/- 1640 )",21699,"(+/- 2354 )",18185,"(+/- 2088 )",8856,"(+/- 1650 )",18403,"(+/- 2284 )",4811,"(+/- 1284 )",14744,"(+/- 2019 )",12495,"(+/- 2050 )",18308,"(+/- 2319 )",8261,"(+/- 1184 )",13715,"(+/- 1439 )",14382,"(+/- 1600 )",20373,"(+/- 2063 )",3250,"(+/- 1178 )",13541,"(+/- 1580 )",11474,"(+/- 1768 )",15947,"(+/- 1825 )",9720,"(+/- 1502 )",1889,"(+/- 664 )",7196,"(+/- 1327 )",7782,"(+/- 1598 )",12862,"(+/- 1889 )",19351,"(+/- 2033 )",18484,"(+/- 1712 )",14355,"(+/- 1602 )",11667,"(+/- 1784 )",12092,"(+/- 1634 )",17645,"(+/- 1971 )",14205,"(+/- 1835 )",11805,"(+/- 1509 )",10186,"(+/- 1584 )",6472,"(+/- 1187 )",13091,"(+/- 1980 )",10928,"(+/- 1780 )",8392,"(+/- 1453 )",16160,"(+/- 1882 )",17450,"(+/- 1768 )",6271,"(+/- 1295 )",9695,"(+/- 1734 )",27752,"(+/- 2390 )",13883,"(+/- 1885 )",9339,"(+/- 1456 )",24787,"(+/- 2749 )",10463,"(+/- 1723 )",13751,"(+/- 1583 )",14598,"(+/- 1844 )",17168,"(+/- 2033 )",20134,"(+/- 2220 )",8680,"(+/- 1512 )",19848,"(+/- 2254 )",17925,"(+/- 2525 )"
Housing,"Selected Monthly Owner Costs(SMOC)","$3,000 or more",10242,"(+/- 1462 )",45760,"(+/- 3002 )",15173,"(+/- 1691 )",30736,"(+/- 2442 )",28401,"(+/- 2668 )",8493,"(+/- 1234 )",18389,"(+/- 2032 )",6036,"(+/- 1357 )",18831,"(+/- 1662 )",8327,"(+/- 1349 )",52815,"(+/- 3621 )",48745,"(+/- 3020 )",43438,"(+/- 2862 )",61602,"(+/- 3184 )",63701,"(+/- 2948 )",1814,"(+/- 612 )",57301,"(+/- 3018 )",79163,"(+/- 3829 )",52101,"(+/- 2885 )",28483,"(+/- 2310 )",1671,"(+/- 531 )",6620,"(+/- 1275 )",6573,"(+/- 1219 )",28284,"(+/- 2205 )",30502,"(+/- 2451 )",30768,"(+/- 2289 )",34189,"(+/- 2678 )",38465,"(+/- 2498 )",13711,"(+/- 1765 )",48444,"(+/- 2961 )",10378,"(+/- 1465 )",12397,"(+/- 1372 )",71904,"(+/- 3110 )",11273,"(+/- 1509 )",8502,"(+/- 1643 )",10487,"(+/- 1405 )",31381,"(+/- 2505 )",17671,"(+/- 1766 )",41585,"(+/- 2720 )",5141,"(+/- 1092 )",5547,"(+/- 978 )",29588,"(+/- 2510 )",18199,"(+/- 1937 )",6769,"(+/- 1172 )",60475,"(+/- 3166 )",12598,"(+/- 2096 )",26698,"(+/- 2646 )",49025,"(+/- 2675 )",50600,"(+/- 3168 )",31269,"(+/- 2504 )",5182,"(+/- 1160 )",52560,"(+/- 3615 )",29613,"(+/- 2595 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Median (dollars)",1621,"(+/- 35 )",2623,"(+/- 89 )",1920,"(+/- 45 )",2202,"(+/- 45 )",2314,"(+/- 56 )",1786,"(+/- 40 )",2027,"(+/- 50 )",1510,"(+/- 47 )",2054,"(+/- 57 )",1795,"(+/- 43 )",2788,"(+/- 70 )",3777,"(+/- 114 )",2920,"(+/- 72 )",3387,"(+/- 97 )",3065,"(+/- 73 )",1409,"(+/- 35 )",3305,"(+/- 59 )",3982,"(+/- 108 )",3091,"(+/- 72 )",2439,"(+/- 64 )",1317,"(+/- 43 )",1705,"(+/- 40 )",1645,"(+/- 39 )",2352,"(+/- 58 )",2306,"(+/- 47 )",2511,"(+/- 58 )",2805,"(+/- 58 )",3114,"(+/- 90 )",2301,"(+/- 57 )",2933,"(+/- 64 )",1930,"(+/- 65 )",2107,"(+/- 45 )","4,000+",(***),2430,"(+/- 102 )",1956,"(+/- 47 )",1725,"(+/- 38 )",2762,"(+/- 112 )",2253,"(+/- 50 )",2700,"(+/- 65 )",1986,"(+/- 76 )",1780,"(+/- 50 )",2371,"(+/- 40 )",2346,"(+/- 57 )",1956,"(+/- 42 )",2919,"(+/- 52 )",2247,"(+/- 68 )",2469,"(+/- 57 )",2998,"(+/- 77 )",2863,"(+/- 67 )",2423,"(+/- 52 )",1827,"(+/- 74 )",2937,"(+/- 69 )",2461,"(+/- 60 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Housing units without a mortgage",75001,"(+/- 3207 )",66510,"(+/- 3025 )",46269,"(+/- 2501 )",69573,"(+/- 3387 )",49110,"(+/- 3196 )",37969,"(+/- 2738 )",46508,"(+/- 3126 )",49251,"(+/- 3796 )",41295,"(+/- 3247 )",45118,"(+/- 2993 )",49103,"(+/- 3297 )",41308,"(+/- 2876 )",36614,"(+/- 2466 )",47165,"(+/- 2781 )",40282,"(+/- 2868 )",32916,"(+/- 2572 )",41256,"(+/- 2447 )",51263,"(+/- 2820 )",37031,"(+/- 2440 )",40746,"(+/- 2634 )",29383,"(+/- 2120 )",42629,"(+/- 2842 )",45215,"(+/- 3734 )",49560,"(+/- 2477 )",37086,"(+/- 2454 )",42508,"(+/- 2549 )",45195,"(+/- 2874 )",29971,"(+/- 2165 )",24868,"(+/- 1752 )",38216,"(+/- 2619 )",34303,"(+/- 2691 )",37443,"(+/- 2518 )",46419,"(+/- 3171 )",15989,"(+/- 1358 )",28229,"(+/- 2055 )",85710,"(+/- 4125 )",28021,"(+/- 2409 )",37916,"(+/- 2708 )",42288,"(+/- 2469 )",18932,"(+/- 1682 )",27079,"(+/- 2300 )",34415,"(+/- 2623 )",24423,"(+/- 1791 )",26385,"(+/- 2023 )",49341,"(+/- 3283 )",24865,"(+/- 1942 )",32880,"(+/- 2122 )",51195,"(+/- 3011 )",45471,"(+/- 2862 )",45646,"(+/- 2960 )",31064,"(+/- 3211 )",44792,"(+/- 2984 )",35228,"(+/- 2920 )"
Housing,"Selected Monthly Owner Costs(SMOC)","Less than $250",8515,"(+/- 1302 )",4684,"(+/- 889 )",4406,"(+/- 880 )",3798,"(+/- 940 )",2996,"(+/- 748 )",3773,"(+/- 819 )",3699,"(+/- 851 )",8846,"(+/- 1406 )",4246,"(+/- 1045 )",4227,"(+/- 1109 )",2493,"(+/- 763 )",1863,"(+/- 695 )",1141,"(+/- 435 )",1813,"(+/- 592 )",1548,"(+/- 512 )",5179,"(+/- 1196 )",3075,"(+/- 815 )",880,"(+/- 330 )",2115,"(+/- 574 )",3116,"(+/- 836 )",4393,"(+/- 925 )",4352,"(+/- 959 )",5448,"(+/- 1095 )",3371,"(+/- 865 )",3404,"(+/- 907 )",2808,"(+/- 666 )",2004,"(+/- 628 )",885,"(+/- 440 )",1346,"(+/- 406 )",875,"(+/- 377 )",3699,"(+/- 752 )",3705,"(+/- 887 )",1553,"(+/- 527 )",1213,"(+/- 406 )",3935,"(+/- 940 )",10515,"(+/- 1857 )",2086,"(+/- 660 )",4008,"(+/- 847 )",2403,"(+/- 620 )",2418,"(+/- 583 )",2634,"(+/- 722 )",3142,"(+/- 731 )",2362,"(+/- 513 )",2843,"(+/- 714 )",2590,"(+/- 582 )",3364,"(+/- 811 )",2516,"(+/- 607 )",4597,"(+/- 1031 )",2169,"(+/- 693 )",3904,"(+/- 1122 )",5447,"(+/- 1138 )",1806,"(+/- 579 )",3159,"(+/- 812 )"
